,prop_id,address,comuna,loc_address,loc_latitude,loc_longitude,state,closest_metro,dist_closest_metro
654,657,"Cerro Navia, Cerro Navia, Región Metropolitana",Cerro Navia,"Cerro Navia, Provincia de Santiago, Región Metropolitana de Santiago, 9010290, Chile",-33.4289362,-70.7306748,True,SAN PABLO L1,1.9621707045833514
655,658,"Quilicura, Huelva/Alcalá",Quilicura,"Quilicura, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.3552701,-70.7443552450391,False,LOS LIBERTADORES,5.449183381248498
656,659,"Santiago, Avenida Diego Portales",Santiago,"Avenida Diego Portales, Villa Los Industriales, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8220093, Chile",-33.559246,-70.5525329,True,LOS QUILLAYES,3.0400991190446267
657,660,"La Florida, La Florida, Región Metropolitana",La Florida,"La Florida, Provincia de Santiago, Región Metropolitana de Santiago, 8240000, Chile",-33.5204181,-70.6006178,True,BELLAVISTA DE LA FLORIDA,0.11797211585281395
658,661,"La Cisterna, La Cisterna, Región Metropolitana",La Cisterna,"La Cisterna, Autopista Vespucio Sur, La Cisterna, Provincia de Santiago, Región Metropolitana de Santiago, 7970671, Chile",-33.5372928,-70.6642731,True,LA CISTERNA L2,0.07754814213709976
659,662,"El Monte, San miguel",El Monte,"El Monte, San Miguel del Pino, Valladolid, Castilla y León, 47132, España",41.5226525,-4.9229788,True,LOS DOMINICOS,10669.747109925514
660,663,"Quinta Normal, Pedro Antonio Gonzalez/Compañia",Quinta Normal,"Quinta Normal, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.42827555,-70.69992761772909,False,GRUTA DE LOURDES,1.3584541712206493
661,664,"Padre Hurtado, Los Ceibos & Av santa Herminia",Padre Hurtado,"Padre Hurtado, Provincia de Talagante, Región Metropolitana de Santiago, Chile",-33.5673051,-70.8020467,False,PLAZA DE MAIPU,7.5366122011540195
662,665,"Peñalolén, Quilin / Ensenada",Peñalolén,"Ensenada / Quilín, Avenida Quilín, Viñedos de Tobalaba, Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, 7940697, Chile",-33.5006527,-70.5481965,True,QUILIN,3.2904438324999803
663,666,"Puente Alto, Río Gediz 3335",Puente Alto,"Río Gediz, Villa Altos del Maipo, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8153644, Chile",-33.6322148,-70.6154513,True,PLAZA DE PUENTE ALTO,4.403345697467627
664,667,"La Florida, Avenida Departamental & Avenida Américo Vespucio",La Florida,"La Florida, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.530816599999994,-70.54407548567474,False,TRINIDAD,4.428975022875378
665,668,"Maipú, Metro Las Parcelas/Av Los Pajaritos",Maipú,"Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9251542, Chile",-33.5094409,-70.756182,False,PLAZA DE MAIPU,0.16683764202401136
666,669,"Providencia, Providencia, Región Metropolitana",Providencia,"Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",-33.4321835,-70.6095284,True,INES DE SUAREZ,0.6759935850252573
667,670,"La Reina, La reina alta",La Reina,"Beverly Hills Motorcycles, 428, North La Cienega Boulevard, Beverly Grove, Los Angeles, Los Angeles County, California, 90048, United States",34.0790223,-118.3763817,True,LOS LIBERTADORES,8976.076913875851
668,671,"Puente Alto, Cerro Yanteles  Oriente, Puente Alto",Puente Alto,"Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, Chile",-33.6095279,-70.5754736,False,PLAZA DE PUENTE ALTO,0.10691729565480455
669,672,"Santiago, General Bulnes/Santo Domingo",Santiago,"Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8320000, Chile",-33.4377756,-70.6504502,False,PLAZA DE ARMAS,0.05779574455615426
670,673,"Vitacura, Los molinos / el aromo 2 pisos 5d-4b-2e",Vitacura,"Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.3802063,-70.56579553780725,False,MANQUEHUE,3.203767524179193
671,674,"San Bernardo, Av. las Acacias/Pedro Lira",San Bernardo,"San Bernardo, Rio Mayo, Nariño, Colombia",1.533534,-77.01845480416105,False,LOS LIBERTADORES,3919.78952123141
672,675,"Puente Alto, Nocedal",Puente Alto,"Nocedal, Villa Nocedal 3, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 9480000, Chile",-33.6292542,-70.5931904,True,PLAZA DE PUENTE ALTO,2.63853891894414
673,676,"Buin, Av. Victor Troncoso Muñoz 445",Buin,"Avenida Víctor Troncoso Muñoz, Los Almendros, Bajos de Matte, Buin, Provincia de Maipo, Región Metropolitana de Santiago, Chile",-33.7355701,-70.7169449,True,PLAZA DE PUENTE ALTO,19.078745895754682
674,677,"Paine, Chada/las vertientes",Paine,"Paine, Provincia de Maipo, Región Metropolitana de Santiago, Chile",-33.8101102,-70.7390236,False,PLAZA DE PUENTE ALTO,26.82212435234387
675,678,"Santiago, Sierra Bella",Santiago,"Sierra Bella, Barrio Circo Matta, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8330924, Chile",-33.4585421,-70.6365601,True,MATTA,0.6158870593748033
676,679,"Vitacura, Vitacura / Lo Matta",Vitacura,"Lo Matta, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 52000, Chile",-33.3878492,-70.5437838,True,LOS DOMINICOS,2.2267342580625042
677,680,"La Florida, Camino la naturaleza / camino las cumbres",La Florida,"La Florida, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.530816599999994,-70.54407548567474,False,TRINIDAD,4.428975022875378
678,681,"Recoleta, Robinson Crusoe/Las Acacias",Recoleta,"Recoleta, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.405882899999995,-70.63270330089452,False,EINSTEIN,0.9766396574873637
679,682,"Colina, Jose rabat 8600",Colina,"Avenida José Rabat, Algarrobos IV, Chicureo, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2734726,-70.6566362,True,LOS LIBERTADORES,10.779544913107252
680,683,"Puente Alto, Parque juan xxiii",Puente Alto,"Parque Juan XXIII, Villa Los Prados, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8301711, Chile",-33.5720897,-70.5745433,True,HOSPITAL SOTERO DEL RIO,0.900663663286271
681,684,"Lo Barnechea, Lo Barnechea, Región Metropolitana",Lo Barnechea,"Lo Barnechea, Provincia de Santiago, Región Metropolitana de Santiago, 7690286, Chile",-33.3616012,-70.5051957,True,LOS DOMINICOS,6.335356718361208
682,685,"Cerro Navia, Avenida Las Torres",Cerro Navia,"Avenida Las Torres, Cerro Navia, Provincia de Santiago, Región Metropolitana de Santiago, 9010290, Chile",-33.4290225,-70.7307323,True,SAN PABLO L1,1.9551667156158712
683,687,"Las Condes, Padre Hurtado Central / Bocaccio",Las Condes,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4247879,-70.51749760753927,False,LOS DOMINICOS,3.1767377998827615
684,688,"Lo Barnechea, Sendero las lagunas",Lo Barnechea,"Sendero Las Lagunas, Valle Escondido, Lo Barnechea, Provincia de Santiago, Región Metropolitana de Santiago, 7710240, Chile",-33.3457509,-70.4940535,True,LOS DOMINICOS,8.369826974669728
685,689,"Las Condes, Isabel la catolica/principe de asturias",Las Condes,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4247879,-70.51749760753927,False,LOS DOMINICOS,3.1767377998827615
686,690,"La Florida, Santa Raquel a pasos de General Arriagada",La Florida,"La Florida, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.530816599999994,-70.54407548567474,False,TRINIDAD,4.428975022875378
687,691,"Estación Central, Gloria 471",Estación Central,"471, Gloria, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 8500445, Chile",-33.4494523375,-70.70185195,True,ECUADOR,0.7591437117471486
688,692,"Las Condes, Quinchamali - avenida las condes",Las Condes,"Avenida Las Condes, Quinchamalí, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7710053, Chile",-33.368404,-70.5018003,True,LOS DOMINICOS,5.9498873994356565
689,693,"Colina, Colina, Región Metropolitana",Colina,"Santa Luz de Colina, Las Canteras, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2955071,-70.6966803,True,LOS LIBERTADORES,7.989979597296424
690,694,"Peñalolén, Peñalolén, Región Metropolitana",Peñalolén,"Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, 7940068, Chile",-33.4765918,-70.5418308,True,FERNANDO CASTILLO VELASCO,3.0963470616269064
691,695,"Colina, Central de chicureo/las canteras",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,LOS DOMINICOS,2588.039545902446
692,696,"Puente Alto, Puente Alto, Región Metropolitana",Puente Alto,"Puente Alto, Avenida Ejército Libertador, Barrio Suiza, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8153644, Chile",-33.5913562,-70.5944307,True,PROTECTORA DE LA INFANCIA,1.3702824057646845
693,697,"Paine, San juan de dios con 18 de septiembre",Paine,"Paine, Provincia de Maipo, Región Metropolitana de Santiago, Chile",-33.8101102,-70.7390236,False,PLAZA DE PUENTE ALTO,26.82212435234387
694,698,"Estación Central, Lanceros del Rey/Sancho",Estación Central,"Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4629494,-70.70490935867974,False,LAS REJAS,0.6253800056062887
695,699,"Santiago, Longitudinal",Santiago,"Longitudinal, Centro Cívico Juan Antonio Ríos, Independencia, Provincia de Santiago, Región Metropolitana de Santiago, 8390450, Chile",-33.423505,-70.6675629,True,HOSPITALES,1.2753803643959032
696,700,"Maipú, Amado Nervo 756",Maipú,"Amado Nervo, Maipú, Departamento Maipú, Mendoza, 5515, Argentina",-32.97779,-68.7796574,True,LOS DOMINICOS,171.39375180733168
697,701,"Cerro Navia, Diagonal reny  (am-57331)/av costanera sur (am)",Cerro Navia,"Cerro Navia, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4253465,-70.74605615789243,False,PUDAHUEL,2.23535472958769
698,702,"San Bernardo, Nogales con Eleuterio Ramírez",San Bernardo,"San Bernardo, Rio Mayo, Nariño, Colombia",1.533534,-77.01845480416105,False,LOS LIBERTADORES,3919.78952123141
699,703,"Las Condes, Los Pintores",Las Condes,"Los Pintores, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7630000, Chile",-33.4003735,-70.532648,True,LOS DOMINICOS,1.426066011355467
700,704,"Las Condes, Las Condes, Región Metropolitana",Las Condes,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",-33.4084548,-70.5671489,True,MANQUEHUE,0.11075512697469404
701,705,"Maipú, Eduardo Frei Cercano Alfredo Silva carvallo",Maipú,"Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9251542, Chile",-33.5094409,-70.756182,False,PLAZA DE MAIPU,0.16683764202401136
702,706,"Paine, Miguel Kast, Paine",Paine,"Paine, Provincia de Maipo, Región Metropolitana de Santiago, Chile",-33.8101102,-70.7390236,False,PLAZA DE PUENTE ALTO,26.82212435234387
703,707,"Santiago, Carlos Mondaca",Santiago,"Carlos Mondaca, La Reina, Provincia de Santiago, Región Metropolitana de Santiago, 7870154, Chile",-33.457349,-70.5648175,True,PLAZA EGAÑA,0.7246844867375583
704,708,"Lampa, General San Martin 305 , Lampa",Lampa,"Lampa, Puno, Perú",-15.416667,-70.583333,False,LOS LIBERTADORES,1988.4000350466263
705,709,"Puente Alto, Álcantara/Av. Concha y Toro",Puente Alto,"Alcantara / Avenida Concha y Toro, Corredor Transporte Público Concha y Toro, Barrio Italia, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8151746, Chile",-33.5926107,-70.5791059,True,PROTECTORA DE LA INFANCIA,0.3232475262649149
706,710,"Calera de Tango, Calera de Tango, Región Metropolitana",Calera de Tango,"Portal Calera de Tango, Calera de Tango, Provincia de Maipo, Región Metropolitana de Santiago, Chile",-33.6257934,-70.77724357192525,True,PLAZA DE MAIPU,12.906390971940233
707,711,"Paine, Los Sauces, Paine",Paine,"Paine, Provincia de Maipo, Región Metropolitana de Santiago, Chile",-33.8101102,-70.7390236,False,PLAZA DE PUENTE ALTO,26.82212435234387
708,712,"El Bosque, Lo Martínez / San Francisco",El Bosque,"Lo Martínez / San Francisco, Avenida San Francisco, El Bosque, Provincia de Santiago, Región Metropolitana de Santiago, 8010000, Chile",-33.5736035,-70.6600733,True,SAN RAMON,3.8152121799075744
709,713,"Las Condes, Cardenal Newman/Waterloo",Las Condes,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4247879,-70.51749760753927,False,LOS DOMINICOS,3.1767377998827615
710,714,"Ñuñoa, Manuel Mont/Antonio Varas",Ñuñoa,"Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4543304,-70.60058198319726,False,CHILE-ESPAÑA,0.31766932569947864
711,715,"Pudahuel, Mar meditarraneo, lomas de lo aguirre",Pudahuel,"Pudahuel, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4193729,-70.86335607718577,False,PUDAHUEL,11.763654364003278
712,716,"La Cisterna, La Cisterna",La Cisterna,"La Cisterna, Autopista Vespucio Sur, La Cisterna, Provincia de Santiago, Región Metropolitana de Santiago, 7970671, Chile",-33.5372928,-70.6642731,True,LA CISTERNA L2,0.07754814213709976
713,717,"Las Condes, Las Condes, Región Metropolitana",Las Condes,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",-33.4084548,-70.5671489,True,MANQUEHUE,0.11075512697469404
714,718,"Las Condes, Luis Zegers",Las Condes,"Luis Zegers, Nueva Las Condes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",-33.4135236,-70.5723411,True,MANQUEHUE,0.6345087506053222
715,719,"Providencia, Picara",Providencia,"Providencia, Los Abades, Nariño, Colombia",1.2420408,-77.6009953089243,False,LOS LIBERTADORES,3898.883442417413
716,720,"Recoleta, Metro Zapadores // Leoncio Villablanca",Recoleta,"Recoleta, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.405882899999995,-70.63270330089452,False,EINSTEIN,0.9766396574873637
717,721,"Colina, Av. Lo Arcaya/Las Brisas de Chicureo",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,LOS DOMINICOS,2588.039545902446
718,722,"Las Condes, Lorenzo de Medicis",Las Condes,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4247879,-70.51749760753927,False,LOS DOMINICOS,3.1767377998827615
719,723,"Curacaví, Alto Lo Aguila/Quebrada Las Aguilas",Curacaví,"Curacaví, Provincia de Melipilla, Región Metropolitana de Santiago, 8340431, Chile",-33.4022289,-71.1293733,False,SANTIAGO BUERAS,36.125381880092625
720,724,"La Florida, Enrique Olivares 1233",La Florida,"Enrique Olivares, Antigua Florida, La Florida, Provincia de Santiago, Región Metropolitana de Santiago, 8240000, Chile",-33.5397183,-70.5741182,True,TRINIDAD,1.4881542498307823
721,725,"San Miguel, Jose Joaquin Prieto, San Miguel",San Miguel,"Gim. San Miguel / José Joaquín Prieto, Avenida José Joaquín Prieto Vial, Población París, San Miguel, Provincia de Santiago, Región Metropolitana de Santiago, 8490344, Chile",-33.4885569,-70.6602288,True,SAN MIGUEL,0.8880820539955859
722,726,"San Bernardo, General Urrutia/Colbun",San Bernardo,"Colbún / General Urrutia, Calle Colbún, Condominio Norte Lomas de Mirasur, San Bernardo, Provincia de Maipo, Región Metropolitana de Santiago, 648, Chile",-33.6149763,-70.7089512,True,LA CISTERNA L2,9.486763029291414
723,727,"Colina, Santa Eelena",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,LOS DOMINICOS,2588.039545902446
724,728,"San Bernardo, San Bernardo, Región Metropolitana",San Bernardo,"San Bernardo, Santa Clara, Melipilla, Provincia de Melipilla, Región Metropolitana de Santiago, Chile",-33.5729125,-71.0848251,True,PLAZA DE MAIPU,31.19687457553875
725,729,"Colina, Monet",Colina,"Monet, Parque Los Libertadores, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.1951869,-70.6672121,True,LOS LIBERTADORES,19.164712217243867
726,730,"Maipú, Isla salas",Maipú,"Isla Salas, Barrio Las Encinas, Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9252307, Chile",-33.5301395,-70.7900639,True,PLAZA DE MAIPU,3.736361846835299
727,731,"Santiago, Sta. Ana 35",Santiago,"35, Santa Ana, Barrio Franklin, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8360874, Chile",-33.474172700000004,-70.64255109523809,True,BIO BIO,0.3020212437124633
728,732,"Providencia, Bilbao/amapolas/metro bilbao",Providencia,"Providencia, Los Abades, Nariño, Colombia",1.2420408,-77.6009953089243,False,LOS LIBERTADORES,3898.883442417413
729,733,"Las Condes, Toconce",Las Condes,"Toconce, Vital Apoquindo, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7570936, Chile",-33.4234376,-70.5407815,True,LOS DOMINICOS,1.7694669581070468
730,734,"Lo Prado, San Pablo/Avenida Las Torres",Lo Prado,"Lo Prado, Provincia de Santiago, Región Metropolitana de Santiago, 8980000, Chile",-33.44740825,-70.7233862593184,False,SAN PABLO L1,0.2181810372606727
731,735,"Padre Hurtado, rio ñuble",Padre Hurtado,"Río Ñuble, Padre Hurtado, Provincia de Talagante, Región Metropolitana de Santiago, 9710000, Chile",-33.5774594,-70.8037707,True,PLAZA DE MAIPU,8.57799156529058
732,736,"Las Condes, Zaragora- A. de Camargo",Las Condes,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4247879,-70.51749760753927,False,LOS DOMINICOS,3.1767377998827615
733,737,"Puente Alto, Sebastián Elcano",Puente Alto,"Sebastián Elcano, Barrio Italia, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8151746, Chile",-33.5961004,-70.5759688,True,LAS MERCEDES,0.5342186445533237
734,738,"Vitacura, Vía Escarlata",Vitacura,"Vía Escarlata, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7660253, Chile",-33.3660841,-70.5621259,True,HERNANDO DE MAGALLANES,4.689170676659462
735,739,"Peñalolén, Peatones Cinco",Peñalolén,"Peatones Cinco, Villa La Herradura, Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, 022, Chile",-33.503785,-70.5806433,True,LAS TORRES,0.7605281749211446
736,740,"Quinta Normal, Leonor de La Corte",Quinta Normal,"Leonor de La Corte, Quinta Normal, Provincia de Santiago, Región Metropolitana de Santiago, 8500445, Chile",-33.4372343,-70.7135055,True,LO PRADO,0.7085535972720307
737,741,"La Reina, Av. Larrain",La Reina,"Avenida Larraín, La Reina, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7870154, Chile",-33.4534266,-70.5706619,True,PLAZA EGAÑA,0.0393084387325985
738,742,"Peñalolén, Arboretum / Las Cortezas",Peñalolén,"Las Cortezas, Arboretum, Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, 7940068, Chile",-33.4781975,-70.5228191,True,FERNANDO CASTILLO VELASCO,4.37058250543983
739,743,"San Miguel, Gran Avenida (AG)/Departamental",San Miguel,"San Miguel County, Colorado, United States",38.0292476,-108.4712533,False,LOS LIBERTADORES,8818.91589876273
740,744,"Las Condes, Rio loa",Las Condes,"Río Loa, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7570685, Chile",-33.41679,-70.5473532,True,LOS DOMINICOS,1.0088112780322893
741,745,"La Reina, Moseñor Edwards/Reina Victoria",La Reina,"La Reina, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4557204,-70.5353594,False,FERNANDO CASTILLO VELASCO,2.1629950938800966
742,746,"Santiago, Ricardo Cummings/Santa Monica",Santiago,"Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8320000, Chile",-33.4377756,-70.6504502,False,PLAZA DE ARMAS,0.05779574455615426
743,747,"Santiago, El abrazo",Santiago,"El Abrazo, Cerro Navia, Provincia de Santiago, Región Metropolitana de Santiago, 8500445, Chile",-33.4183941,-70.718857,True,LO PRADO,2.775402230116158
744,748,"La Cisterna, entre copihues y los aromos",La Cisterna,"La Cisterna, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.529504200000005,-70.66424867440273,False,EL PARRON,0.4229712777521749
745,749,"Talagante, 21 de Mayo/Esmeralda /Fco Chacon",Talagante,"Talagante, Provincia de Talagante, Región Metropolitana de Santiago, 9670000, Chile",-33.6644399,-70.9302014,False,PLAZA DE MAIPU,23.424524709926807
746,750,"Puente Alto, 4 Oriente/Timbal",Puente Alto,"Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, Chile",-33.6095279,-70.5754736,False,PLAZA DE PUENTE ALTO,0.10691729565480455
747,751,"Paine, Del villar (am)/juan núñes (am)",Paine,"Paine, Provincia de Maipo, Región Metropolitana de Santiago, Chile",-33.8101102,-70.7390236,False,PLAZA DE PUENTE ALTO,26.82212435234387
748,752,"Puente Alto, Sargento Menadier/Avenida Juanita",Puente Alto,"Avenida Juanita, Población Volcán San José 1, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8153644, Chile",-33.6194952,-70.6129735,True,PLAZA DE PUENTE ALTO,3.5962545817711793
749,753,"San Bernardo, nogales 33",San Bernardo,"33, Nogales, Villa La Maestranza de San Bernardo, San Bernardo, Provincia de Maipo, Región Metropolitana de Santiago, 648, Chile",-33.6042517375,-70.6989048,True,LA CISTERNA L2,8.016411559411665
750,754,"Las Condes, Estadio israelita, hopital fach, bocaccio",Las Condes,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4247879,-70.51749760753927,False,LOS DOMINICOS,3.1767377998827615
751,755,"Buin, Victor Troncoso Muñoz",Buin,"Avenida Víctor Troncoso Muñoz, Los Almendros, Bajos de Matte, Buin, Provincia de Maipo, Región Metropolitana de Santiago, Chile",-33.7355701,-70.7169449,True,PLAZA DE PUENTE ALTO,19.078745895754682
752,756,"Estación Central, (YCM 52495) Aeropuerto/(YCM 52495) Nocedal",Estación Central,"Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4629494,-70.70490935867974,False,LAS REJAS,0.6253800056062887
753,757,"Paine, Paine, Región Metropolitana",Paine,"Paine, Avenida General Baquedano, Villa Las Américas, Rincón de Paine, Paine, Provincia de Maipo, Región Metropolitana de Santiago, Chile",-33.8160671,-70.7436049,True,PLAZA DE PUENTE ALTO,27.606955808882088
754,758,"La Florida, La Florida, Región Metropolitana",La Florida,"La Florida, Provincia de Santiago, Región Metropolitana de Santiago, 8240000, Chile",-33.5204181,-70.6006178,True,BELLAVISTA DE LA FLORIDA,0.11797211585281395
755,759,"San Bernardo, Mateo de Toro y Zambrano con Colbun",San Bernardo,"San Bernardo, Rio Mayo, Nariño, Colombia",1.533534,-77.01845480416105,False,LOS LIBERTADORES,3919.78952123141
756,760,"Ñuñoa, Rosita 1000",Ñuñoa,"Rosita Renard, Los Adoquines, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7790108, Chile",-33.4374967,-70.5757655,True,PRINCIPE DE GALES,0.19240111979061822
757,761,"Maipú, Maipú, Región Metropolitana",Maipú,"Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9251542, Chile",-33.5094409,-70.756182,True,PLAZA DE MAIPU,0.16683764202401136
758,762,"Puente Alto, La fragua (am)/luis matte larrín (am)",Puente Alto,"Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, Chile",-33.6095279,-70.5754736,False,PLAZA DE PUENTE ALTO,0.10691729565480455
759,763,"Pudahuel, Loa",Pudahuel,"Pudahuel, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4193729,-70.86335607718577,False,PUDAHUEL,11.763654364003278
760,764,"Maipú, Maipú, Región Metropolitana",Maipú,"Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9251542, Chile",-33.5094409,-70.756182,True,PLAZA DE MAIPU,0.16683764202401136
761,765,"Lo Barnechea, Pastor Fernandez // La Puntilla/Plaza San Enrique // Colegio Maimónides School",Lo Barnechea,"Lo Barnechea, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.2935888,-70.39035501440654,False,LOS DOMINICOS,19.18722606594324
762,766,"Quilicura, Quilicura, Región Metropolitana",Quilicura,"Quilicura, Provincia de Santiago, Región Metropolitana de Santiago, 8700000, Chile",-33.367767,-70.731549,True,LOS LIBERTADORES,4.096254508505572
763,767,"Macul, Avenida Pintor Benito Rebolledo, Macul",Macul,"Macul, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.49194265,-70.59973215756841,False,LAS TORRES,1.4612949816661576
764,768,"La Cisterna, Jose ureta esquina maria",La Cisterna,"La Cisterna, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.529504200000005,-70.66424867440273,False,EL PARRON,0.4229712777521749
765,769,"Recoleta, Zapadores/santa ana",Recoleta,"Santa Ana / Los Zapadores, Avenida Los Zapadores, Recoleta, Provincia de Santiago, Región Metropolitana de Santiago, 7690000, Chile",-33.393632,-70.632824,True,ZAPADORES,0.943313707317996
766,770,"Las Condes, Río Guadiana / Paul Harris",Las Condes,"Paul Harris / Río Guadiana, Río Guadiana, Colón Oriente, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7570936, Chile",-33.4119356,-70.5356682,True,LOS DOMINICOS,0.9834474945158247
767,771,"Santiago, Cerro Abanico",Santiago,"Morro Abanico, Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4842968,-70.4734395,True,FERNANDO CASTILLO VELASCO,8.646521469297499
768,772,"Colina, sergio correa 11000",Colina,"Avenida Padre Sergio Correa, Hacienda Guay-Guay, Chicureo, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2627672,-70.6260928,True,LOS LIBERTADORES,12.912679902970535
769,773,"Lo Barnechea, Paseo de Alcalá",Lo Barnechea,"Paseo de Alcalá, Los Nogales, Lo Barnechea, Provincia de Santiago, Región Metropolitana de Santiago, 7700651, Chile",-33.3311333,-70.5324881,True,LOS DOMINICOS,8.594142079312443
770,774,"Vitacura, Tabancura",Vitacura,"Tabancura, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7630000, Chile",-33.3802002,-70.5340927,True,LOS DOMINICOS,3.2374452816781165
771,775,"Macul, Cercano a Villa Macul",Macul,"Macul, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.49194265,-70.59973215756841,False,LAS TORRES,1.4612949816661576
772,776,"Maipú, Santa Beatriz",Maipú,"Santa Beatriz, PORTAL DEL SOL, Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9250678, Chile",-33.5009485,-70.7815124,True,SANTIAGO BUERAS,2.2936193659185418
773,777,"Pudahuel, Pudahuel, Región Metropolitana",Pudahuel,"Pudahuel, Provincia de Santiago, Región Metropolitana de Santiago, 9020078, Chile",-33.4368017,-70.7517915,True,PUDAHUEL,1.3801673247512911
774,778,"Pudahuel, Claudio arrau con serrano",Pudahuel,"Pudahuel, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4193729,-70.86335607718577,False,PUDAHUEL,11.763654364003278
775,779,"Pudahuel, Avenida Las Flores",Pudahuel,"Avenida Las Flores, Ciudad de los Valles, Pudahuel, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4554874,-70.8465587,True,SANTIAGO BUERAS,9.446517155440675
